src,dst,amount,timestamp
A001068,A000007,1937.78,2025-08-18T10:46:39.181633
A000474,A000202,1932.43,2025-06-15T07:21:42.181633
A000979,A001283,860.14,2025-06-04T04:53:51.181633
A000627,A000712,719.45,2024-09-01T11:40:06.181633
A000155,A000024,2684.27,2025-07-26T12:44:35.181633
A000309,A000706,1127.59,2025-07-06T22:41:26.181633
A001482,A000652,1248.0,2025-03-09T11:49:38.181633
A000668,A000136,2836.68,2025-02-05T10:35:32.181633
A000900,A000587,6690.66,2025-04-12T13:48:28.181633
A000955,A001407,1717.43,2025-05-24T06:03:44.181633
A001330,A000170,7768.36,2024-12-24T04:48:49.181633
A000102,A000715,95.76,2024-10-28T11:12:35.181633
A000486,A000900,2290.62,2024-12-30T11:36:34.181633
A000809,A001181,3361.59,2025-02-18T10:40:19.181633
A000564,A000424,302.17,2024-09-11T22:51:43.181633
A000164,A000259,236.94,2025-03-13T22:54:55.181633
A001076,A001332,2242.29,2025-07-14T17:14:48.181633
A000810,A000125,1577.85,2025-01-16T08:03:08.181633
A000690,A001295,1120.09,2024-10-11T04:07:52.181633
A000701,A000295,5036.72,2024-10-14T06:06:18.181633
A001494,A000251,3089.17,2025-08-29T02:25:04.181633
A000564,A000240,2543.51,2024-09-28T09:47:49.181633
A000771,A000430,2673.65,2024-11-20T20:24:17.181633
A000367,A001003,358.97,2024-10-04T02:33:03.181633
A001230,A000999,2590.19,2025-03-30T19:59:41.181633
A000139,A000129,821.85,2024-12-22T05:26:16.181633
A000991,A001077,1314.28,2025-02-09T04:10:39.181633
A000182,A000216,1413.82,2025-05-30T23:37:14.181633
A000811,A001225,3700.44,2024-09-03T19:41:43.181633
A000053,A000314,228.02,2025-07-27T08:21:15.181633
A001465,A001391,279.47,2024-12-02T02:15:51.181633
A000264,A000982,1580.77,2025-04-09T09:49:49.181633
A000176,A000718,503.82,2025-06-11T11:22:12.181633
A000460,A001391,517.21,2025-03-28T07:34:49.181633
A000345,A000062,4114.15,2024-09-02T14:34:50.181633
A001498,A001426,7099.79,2025-02-14T14:31:31.181633
A001380,A000057,2207.7,2025-03-24T00:31:13.181633
A001172,A000463,2755.22,2025-07-19T17:02:11.181633
A000613,A000394,1658.75,2025-08-30T13:59:11.181633
A000861,A000987,672.49,2024-12-07T01:42:17.181633
A000149,A000651,360.74,2025-07-11T22:32:25.181633
A001398,A000516,498.29,2025-05-12T03:35:34.181633
A001104,A000904,29.12,2025-03-09T05:57:47.181633
A001298,A000312,1145.68,2024-12-25T03:27:11.181633
A001455,A001093,509.9,2025-03-04T23:59:24.181633
A001441,A000909,1386.89,2025-06-20T16:44:49.181633
A000514,A000212,251.97,2025-08-29T12:23:17.181633
A001425,A001295,342.24,2024-11-08T20:39:00.181633
A001085,A000979,591.12,2025-05-03T17:41:33.181633
A000896,A001308,1057.68,2025-07-06T09:00:45.181633
A001100,A001488,132.54,2024-09-06T13:12:52.181633
A000020,A001467,3394.1,2024-10-28T13:11:48.181633
A001411,A001494,198.28,2025-04-20T06:21:20.181633
A000684,A001109,681.72,2024-10-24T00:23:48.181633
A000367,A001055,1309.15,2025-02-23T17:01:09.181633
A000600,A001392,3349.26,2024-10-20T07:30:19.181633
A001491,A000037,1184.47,2025-06-27T05:06:23.181633
A000738,A001196,2851.5,2025-07-14T13:34:27.181633
A000597,A000078,823.08,2025-01-02T10:32:50.181633
A000394,A001193,1139.98,2024-11-23T12:20:54.181633
A000259,A001056,625.64,2025-08-28T09:28:54.181633
A000948,A000939,3978.21,2024-09-17T23:38:31.181633
A000440,A000475,81.26,2024-11-02T17:09:11.181633
A000614,A001288,2097.15,2025-05-27T21:30:35.181633
A000775,A000500,1831.01,2024-09-17T23:24:50.181633
A000768,A000970,1488.95,2025-03-21T14:39:29.181633
A000214,A001383,878.77,2025-04-22T08:15:56.181633
A000876,A001333,1778.98,2025-05-18T23:52:00.181633
A001291,A001424,44.52,2024-11-10T20:24:36.181633
A000276,A000252,5476.84,2025-02-08T19:52:45.181633
A000194,A000633,3768.86,2024-11-18T06:31:21.181633
A000612,A001320,1649.37,2024-12-07T23:16:42.181633
A001188,A000713,7561.19,2025-02-20T09:46:42.181633
A000588,A000686,2622.34,2024-11-22T16:09:24.181633
A001436,A001224,4168.34,2025-06-18T03:21:30.181633
A000779,A000664,1046.72,2024-09-11T22:24:04.181633
A000929,A001426,1298.84,2025-08-22T11:35:45.181633
A000331,A001053,788.2,2025-07-18T11:32:38.181633
A000190,A001423,382.36,2025-03-18T10:58:06.181633
A001197,A000234,372.71,2025-05-04T11:26:27.181633
A001272,A000668,5084.29,2025-08-27T10:47:42.181633
A000134,A001015,1265.96,2025-08-07T12:46:22.181633
A000707,A000087,682.32,2024-09-02T23:44:00.181633
A000004,A000034,1032.62,2025-03-05T16:34:17.181633
A000383,A000581,94.86,2025-01-06T10:49:58.181633
A001066,A000589,25.59,2025-03-03T06:53:11.181633
A001486,A000956,2306.91,2024-10-09T23:52:18.181633
A001201,A000630,3673.83,2025-04-01T15:50:16.181633
A001277,A001419,867.09,2025-05-21T04:13:43.181633
A000596,A000445,1258.3,2024-12-10T15:12:11.181633
A000094,A000419,1200.44,2025-07-01T11:30:56.181633
A001172,A000644,3178.48,2024-09-04T20:08:42.181633
A001100,A000189,757.31,2024-12-22T18:58:26.181633
A000091,A000853,3497.67,2025-01-04T03:56:51.181633
A001013,A001000,79.24,2025-07-09T00:10:56.181633
A000338,A000740,1011.6,2025-08-07T23:13:04.181633
A000226,A000023,7710.08,2024-12-23T09:05:55.181633
A000388,A001197,1128.86,2025-04-19T01:17:14.181633
A001194,A001078,805.99,2025-08-01T13:54:10.181633
A001088,A001344,757.68,2025-04-02T09:48:55.181633
A000245,A000079,2226.4,2024-09-15T18:40:46.181633
A001375,A001080,1628.01,2025-08-20T23:00:06.181633
A001021,A000148,1210.84,2025-01-17T23:08:52.181633
A000380,A001414,4218.49,2025-07-09T10:32:53.181633
A001124,A000454,6205.16,2024-09-06T01:17:45.181633
A000579,A000537,538.56,2025-07-05T10:54:56.181633
A001013,A000231,961.59,2024-12-21T00:02:07.181633
A000252,A001217,711.62,2024-12-23T07:55:53.181633
A000063,A000032,3503.04,2025-04-26T06:24:40.181633
A001397,A000126,7486.55,2024-09-07T10:53:05.181633
A001078,A000671,1338.11,2024-10-01T20:13:10.181633
A000725,A000413,18.99,2025-04-30T19:57:22.181633
A000890,A000627,2449.24,2024-12-05T15:38:17.181633
A000005,A000067,49.1,2024-09-14T13:03:16.181633
A000171,A001434,3900.21,2025-08-22T05:22:47.181633
A000977,A000018,821.74,2025-02-23T06:58:08.181633
A001368,A000438,5110.5,2024-10-20T03:05:38.181633
A000960,A000544,2133.59,2025-06-30T11:35:01.181633
A000671,A000831,538.82,2024-09-22T22:24:05.181633
A000331,A000908,339.35,2025-05-29T19:54:13.181633
A000424,A000759,4105.63,2024-12-30T10:39:52.181633
A000782,A001026,3286.01,2025-05-07T18:49:05.181633
A001293,A000695,496.88,2025-08-25T18:22:43.181633
A000935,A000653,221.6,2025-03-31T12:29:32.181633
A000819,A000359,1497.39,2024-12-24T02:10:00.181633
A000872,A001228,327.4,2025-07-26T14:27:43.181633
A001431,A001343,1579.77,2024-12-06T08:45:22.181633
A000317,A000322,1331.69,2024-09-17T06:17:20.181633
A000725,A000284,629.71,2025-02-06T18:39:29.181633
A000327,A001367,2013.36,2024-10-02T16:00:08.181633
A001374,A000560,2372.98,2025-02-05T14:06:52.181633
A000831,A001414,4756.82,2025-02-01T04:00:11.181633
A001361,A001288,1788.81,2025-02-23T23:44:21.181633
A000775,A000859,1192.28,2025-04-22T00:21:22.181633
A000326,A001159,1163.73,2025-05-30T18:47:34.181633
A000434,A001475,1031.45,2024-11-08T07:23:04.181633
A000317,A000102,950.35,2025-06-15T09:26:42.181633
A000991,A000533,3965.56,2024-10-21T00:21:43.181633
A000852,A000140,790.81,2025-06-07T13:44:20.181633
A001368,A001151,1053.5,2024-12-08T23:30:22.181633
A000903,A000246,2598.65,2025-07-29T03:10:29.181633
A000347,A000083,3030.35,2024-09-29T22:47:12.181633
A000691,A000499,1137.05,2025-08-26T12:30:21.181633
A000161,A001461,108.11,2025-08-31T19:33:09.181633
A000949,A000942,1374.98,2025-03-12T03:52:12.181633
A000407,A000662,4288.27,2025-06-12T14:27:28.181633
A000443,A001128,4177.12,2024-12-15T17:30:04.181633
A001145,A000657,4030.93,2025-03-20T04:42:59.181633
A000422,A000327,257.13,2024-11-25T14:50:19.181633
A001247,A000980,5894.14,2025-02-04T22:48:37.181633
A001215,A000354,3184.53,2024-10-08T20:07:07.181633
A000275,A000844,8.86,2025-05-25T22:12:05.181633
A001253,A000204,4579.47,2024-12-13T11:30:49.181633
A000966,A001471,1868.38,2024-12-27T06:00:26.181633
A000166,A000607,467.97,2025-01-14T03:35:50.181633
A001432,A001252,481.15,2024-11-17T17:40:29.181633
A000434,A001130,1223.93,2025-05-16T14:25:27.181633
A001066,A000214,381.85,2025-08-20T15:05:32.181633
A001047,A000597,4770.58,2024-12-13T07:16:17.181633
A001445,A001475,976.79,2024-12-24T23:53:15.181633
A001325,A000784,302.68,2024-09-06T11:43:25.181633
A001439,A000620,929.13,2025-07-08T18:16:52.181633
A000672,A001458,2173.04,2024-09-08T08:52:12.181633
A001193,A000652,604.93,2025-02-28T12:12:24.181633
A001237,A001280,178.95,2025-03-01T15:21:11.181633
A000807,A000331,1614.37,2024-09-05T10:29:10.181633
A000328,A001427,254.73,2025-08-12T03:51:29.181633
A000667,A000620,1485.48,2025-04-29T20:23:04.181633
A001415,A001134,311.32,2024-11-22T01:00:22.181633
A000271,A000558,536.03,2025-06-11T05:15:21.181633
A000380,A000543,549.8,2025-07-03T08:40:29.181633
A001092,A000852,1152.71,2025-02-12T01:29:14.181633
A001412,A000866,1113.55,2025-03-14T01:32:18.181633
A001148,A000221,1878.13,2025-04-15T04:22:28.181633
A001262,A000292,535.53,2024-10-13T13:02:48.181633
A001367,A001003,1493.01,2024-11-16T18:57:57.181633
A001208,A001002,22.59,2025-02-14T13:50:54.181633
A000009,A000001,2854.19,2025-02-26T06:47:09.181633
A000025,A000782,659.19,2025-06-08T22:44:04.181633
A001407,A001168,2429.73,2025-05-13T12:08:41.181633
A000676,A001355,1003.11,2025-07-21T23:17:20.181633
A000927,A000400,934.24,2024-12-16T07:05:43.181633
A000225,A000398,1433.07,2024-12-03T17:57:44.181633
A001415,A000262,12392.21,2024-11-04T06:56:18.181633
A001378,A000540,3935.53,2025-01-31T22:28:27.181633
A000192,A000299,5065.69,2025-07-19T12:09:34.181633
A001109,A000710,2848.63,2024-09-14T09:31:01.181633
A000562,A000084,1404.46,2025-04-18T16:22:01.181633
A000961,A000457,1058.9,2024-10-06T15:12:20.181633
A000560,A000281,2655.29,2025-07-27T03:04:42.181633
A001427,A001338,1780.22,2025-01-26T15:13:50.181633
A000166,A000265,272.44,2025-06-10T14:00:29.181633
A000374,A001466,435.65,2024-12-01T09:59:44.181633
A000633,A000890,4018.38,2025-04-20T13:00:09.181633
A001282,A000908,49.0,2024-10-29T14:51:12.181633
A000947,A000117,2474.77,2024-09-04T03:32:48.181633
A001340,A000918,547.01,2025-03-05T08:00:36.181633
A000899,A000714,4597.46,2025-01-16T15:08:16.181633
A001392,A001278,716.65,2024-10-01T19:40:15.181633
A001290,A001408,1907.21,2025-02-28T22:16:48.181633
A000136,A000821,6660.19,2025-07-14T12:52:38.181633
A000263,A000137,5390.96,2025-08-16T00:17:51.181633
A001479,A001238,712.93,2025-08-30T01:57:08.181633
A000550,A000703,621.79,2025-08-25T10:11:05.181633
A000859,A000255,1680.3,2024-11-19T14:45:50.181633
A001008,A000505,2739.22,2025-06-24T01:40:22.181633
A001137,A000406,2254.09,2025-05-02T18:09:58.181633
A001472,A000017,470.23,2025-03-04T03:51:58.181633
A000385,A000189,969.99,2025-01-24T22:10:55.181633
A000080,A000811,5089.52,2024-12-15T04:34:34.181633
A000292,A000296,3657.91,2024-10-02T02:56:27.181633
A000057,A001091,5354.18,2025-02-08T04:10:40.181633
A000092,A000080,1398.9,2024-12-04T02:48:59.181633
A000845,A000900,672.04,2025-01-28T16:25:57.181633
A000170,A001417,4435.01,2025-07-29T16:12:15.181633
A001185,A000061,1392.8,2025-02-23T21:40:19.181633
A000167,A001138,938.36,2025-01-12T08:42:32.181633
A001146,A001493,14.95,2025-03-04T10:38:42.181633
A000458,A000617,1450.24,2025-01-22T09:42:33.181633
A000059,A000828,3566.01,2025-03-30T02:28:12.181633
A001367,A000857,3182.28,2024-09-28T17:10:32.181633
A000243,A000273,4363.45,2025-07-07T20:02:15.181633
A000536,A001000,1322.69,2025-04-07T00:09:02.181633
A000051,A000050,233.76,2025-04-30T17:05:18.181633
A000725,A000428,1105.37,2024-11-14T19:41:13.181633
A001387,A000797,1087.04,2024-09-09T16:09:16.181633
A000212,A001434,415.38,2025-05-11T14:42:11.181633
A001105,A001037,74.37,2025-03-19T16:41:35.181633
A000706,A000302,209.05,2025-04-01T00:25:39.181633
A000549,A001403,71.36,2024-09-21T20:10:15.181633
A000721,A000745,708.44,2024-12-16T20:44:39.181633
A001402,A001061,3109.41,2025-06-21T19:36:09.181633
A001007,A000331,521.33,2024-10-26T12:11:58.181633
A000527,A000219,7155.64,2025-04-26T09:37:15.181633
A001470,A000347,1029.43,2025-06-22T12:07:13.181633
A000192,A001266,707.55,2025-04-26T05:06:18.181633
A000850,A001155,6004.11,2025-02-05T06:46:45.181633
A001340,A000121,7262.4,2025-03-16T16:41:28.181633
A001382,A001086,1477.26,2025-04-02T01:38:33.181633
A000187,A000976,11573.66,2024-09-13T10:44:40.181633
A000453,A000137,6800.83,2025-01-19T21:34:03.181633
A000625,A000690,6572.31,2025-05-30T06:39:14.181633
A001390,A001087,623.95,2024-09-20T14:43:53.181633
A001289,A000183,744.75,2024-11-09T21:44:50.181633
A000254,A001138,4009.15,2025-07-07T13:03:31.181633
A000459,A000736,759.56,2024-10-21T09:59:03.181633
A001111,A000221,574.32,2025-03-12T02:51:52.181633
A000297,A000733,1546.77,2025-05-21T09:14:31.181633
A001273,A000461,437.84,2025-06-20T20:34:03.181633
A000965,A001394,2853.99,2025-03-27T07:04:04.181633
A000835,A000945,1607.05,2025-02-16T03:03:15.181633
A000477,A000353,2265.88,2025-03-05T01:21:07.181633
A001096,A000923,1303.49,2025-03-19T18:12:41.181633
A000169,A000482,1744.47,2025-05-31T09:30:59.181633
A001332,A000080,1358.47,2025-03-03T02:44:24.181633
A001220,A000986,49.32,2025-03-11T20:29:29.181633
A000087,A000554,1992.92,2025-05-09T19:19:19.181633
A000069,A000251,23.42,2025-06-01T14:43:58.181633
A000653,A000949,10369.18,2024-09-24T06:50:21.181633
A001205,A000272,4031.48,2025-04-19T00:38:46.181633
A000823,A000193,615.05,2025-07-10T01:50:58.181633
A000506,A000287,95.48,2025-05-13T00:33:57.181633
A001169,A001276,435.0,2025-06-16T00:53:13.181633
A000888,A000941,1901.78,2025-08-26T01:35:32.181633
A000379,A000090,318.85,2024-10-17T04:57:36.181633
A001265,A000635,1687.06,2025-08-08T02:53:36.181633
A000518,A000442,6201.42,2025-07-31T16:52:57.181633
A000349,A000691,1087.45,2025-06-10T06:48:00.181633
A000405,A000148,2362.97,2025-02-11T01:05:12.181633
A000696,A001130,615.65,2025-08-13T15:10:26.181633
A000322,A001381,8472.45,2024-09-27T23:00:54.181633
A000502,A001026,1567.44,2024-11-01T02:18:34.181633
A000238,A000414,6342.13,2025-02-19T14:55:54.181633
A001472,A001333,1719.45,2025-01-20T21:07:30.181633
A000965,A000679,201.95,2025-03-08T09:47:57.181633
A000143,A001336,366.77,2025-06-08T15:49:04.181633
A000182,A000497,2603.64,2025-01-21T16:31:46.181633
A000361,A000789,1936.4,2025-06-11T05:14:13.181633
A001249,A001164,5097.0,2025-03-08T20:01:48.181633
A000012,A000077,5287.26,2025-07-30T17:00:28.181633
A000489,A001440,1365.18,2025-07-04T21:54:48.181633
A000328,A001071,4219.18,2025-07-09T09:24:36.181633
A001217,A001099,3732.41,2025-03-29T14:28:10.181633
A000176,A001178,7869.36,2025-08-10T23:20:08.181633
A000537,A000412,178.86,2025-08-04T07:35:50.181633
A000354,A000628,475.13,2024-09-16T23:44:16.181633
A001117,A000691,3254.56,2025-08-26T04:38:54.181633
A000500,A000585,111.08,2025-01-11T10:28:59.181633
A000015,A000706,2984.37,2024-10-05T16:44:42.181633
A000383,A000447,5048.09,2025-07-21T13:52:53.181633
A000166,A001361,778.34,2024-12-06T21:33:42.181633
A001270,A000351,2630.75,2025-07-10T08:49:03.181633
A001206,A000327,1240.0,2025-02-07T23:59:00.181633
A000376,A000218,495.37,2025-05-04T23:20:06.181633
A000708,A000690,782.87,2025-08-11T12:39:21.181633
A000580,A001303,5815.65,2025-06-21T06:03:14.181633
A001064,A000972,3996.04,2025-01-15T04:32:39.181633
A000501,A000019,904.93,2025-07-17T23:23:28.181633
A000180,A000713,2749.32,2025-03-29T16:12:57.181633
A001415,A000675,2189.96,2024-09-13T14:19:49.181633
A000092,A001261,3170.17,2025-06-06T22:39:10.181633
A001201,A000126,1893.4,2024-10-28T19:20:02.181633
A000174,A000478,2306.85,2025-07-29T00:39:34.181633
A000289,A000525,421.98,2025-05-03T00:50:49.181633
A000725,A000398,412.15,2025-08-19T12:01:33.181633
A000651,A001028,515.23,2025-02-21T09:27:24.181633
A000357,A000863,408.52,2025-01-25T17:46:51.181633
A000039,A001194,2097.49,2025-06-10T17:24:46.181633
A000572,A001305,589.63,2025-07-30T13:35:34.181633
A000931,A000351,163.05,2025-02-13T08:00:47.181633
A001231,A001154,2415.84,2025-02-24T03:33:09.181633
A001371,A001280,3533.39,2025-02-20T20:10:02.181633
A000018,A000370,892.24,2024-11-14T03:53:11.181633
A001097,A000454,1007.53,2025-02-09T12:04:33.181633
A000936,A000647,1894.97,2025-07-29T03:50:57.181633
A001080,A000836,39.03,2025-02-15T12:05:05.181633
A000776,A000217,764.73,2025-08-04T20:28:16.181633
A000336,A001379,1508.95,2025-02-17T19:32:22.181633
A000762,A001200,2110.63,2025-06-19T15:54:00.181633
A000087,A001424,2089.78,2025-02-17T03:42:45.181633
A000797,A001403,72.45,2025-06-22T19:59:01.181633
A000361,A001472,1158.08,2025-07-02T00:04:59.181633
A000106,A000392,4120.34,2024-11-30T07:43:35.181633
A000384,A000973,132.53,2025-01-17T10:28:59.181633
A001171,A000754,332.03,2025-04-30T08:20:22.181633
A001421,A000653,145.8,2024-10-17T22:10:25.181633
A000507,A001459,332.44,2024-12-13T04:37:04.181633
A000759,A000447,1292.11,2024-10-15T21:09:50.181633
A000838,A001405,3218.62,2025-01-13T11:33:36.181633
A001300,A000265,2920.75,2025-08-07T16:37:48.181633
A001324,A000485,2452.56,2025-07-05T02:20:04.181633
A000741,A000195,206.99,2024-09-02T02:23:43.181633
A000071,A000678,4117.93,2024-10-15T17:47:13.181633
A001441,A000122,7175.78,2025-03-15T18:00:41.181633
A001226,A000028,361.86,2025-07-04T15:31:17.181633
A000336,A001067,3134.77,2025-03-13T15:49:37.181633
A000858,A001277,2345.6,2024-12-26T07:21:44.181633
A000972,A000924,973.56,2025-02-21T21:20:19.181633
A001493,A000387,610.67,2025-03-21T12:17:05.181633
A000795,A001338,243.34,2024-09-16T03:43:21.181633
A000073,A000078,1623.3,2024-11-15T17:28:11.181633
A000091,A000297,4607.43,2024-11-10T23:52:17.181633
A000755,A000389,174.53,2025-03-10T12:40:15.181633
A000732,A001306,730.11,2024-10-11T01:22:41.181633
A000999,A000210,1894.38,2025-01-06T02:07:32.181633
A000787,A001077,33.65,2025-08-26T18:54:14.181633
A001007,A001035,872.67,2025-02-07T07:18:10.181633
A001469,A000733,376.39,2024-11-17T23:02:58.181633
A000927,A001076,59.93,2024-11-02T21:41:21.181633
A001301,A000820,1816.56,2025-01-09T14:47:20.181633
A001374,A000755,177.35,2025-02-17T01:50:52.181633
A001297,A001433,619.27,2025-01-22T22:36:14.181633
A000432,A000618,6803.18,2025-07-31T19:53:43.181633
A001151,A001430,597.14,2024-11-04T02:05:44.181633
A000819,A000488,882.72,2025-01-09T15:23:39.181633
A000614,A001086,409.11,2024-09-13T11:50:19.181633
A001110,A001291,1186.39,2025-01-28T07:41:22.181633
A001132,A000394,3791.57,2024-10-21T07:48:50.181633
A001301,A000243,1223.73,2025-08-17T01:09:27.181633
A000844,A000559,4046.05,2024-11-09T01:48:17.181633
A000537,A001120,529.58,2025-05-23T05:39:05.181633
A001294,A001151,2273.74,2025-06-20T20:29:11.181633
A000189,A000531,245.6,2025-03-27T04:09:37.181633
A001416,A000251,1647.03,2025-07-30T16:32:26.181633
A001234,A000461,180.42,2024-11-07T09:52:32.181633
A000758,A000361,468.37,2024-11-02T00:49:24.181633
A001236,A000212,3122.71,2025-02-20T23:24:43.181633
A000680,A000126,392.18,2024-12-15T02:59:59.181633
A000906,A000153,382.41,2024-11-18T18:45:48.181633
A000348,A001477,3417.63,2025-02-13T13:23:26.181633
A000509,A000062,731.42,2025-05-08T11:30:56.181633
A001277,A000961,108.63,2025-04-13T14:19:06.181633
A001202,A001232,1289.91,2025-01-08T18:36:39.181633
A001370,A000166,8635.78,2025-02-08T14:08:47.181633
A001412,A000179,2099.05,2025-03-15T00:36:18.181633
A001116,A001373,967.89,2025-08-03T12:44:55.181633
A001060,A001211,677.4,2024-11-29T14:21:54.181633
A001114,A000937,1577.67,2025-07-31T07:31:44.181633
A000487,A000039,906.78,2024-10-05T01:05:04.181633
A000746,A001470,515.43,2025-08-24T08:18:26.181633
A000960,A001459,2802.19,2025-02-24T18:33:12.181633
A001448,A000941,1380.13,2025-02-20T13:19:11.181633
A000458,A000387,2262.93,2025-02-17T02:14:03.181633
A000472,A000959,2153.13,2024-10-21T20:26:40.181633
A000202,A000321,1335.51,2024-11-04T15:42:38.181633
A001141,A001407,2631.63,2024-11-03T21:07:04.181633
A000186,A000234,4292.56,2025-06-11T08:48:36.181633
A001170,A000946,644.37,2025-02-25T13:01:03.181633
A001175,A000601,3525.86,2024-10-08T05:49:52.181633
A000024,A000313,1138.97,2025-04-15T20:22:54.181633
A000931,A000247,3485.85,2024-09-02T00:38:16.181633
A001455,A001111,97.33,2024-11-16T01:08:55.181633
A000253,A000745,791.38,2025-04-19T02:52:37.181633
A000455,A000560,5277.01,2024-10-26T13:19:02.181633
A000608,A000797,10749.82,2024-12-18T13:52:12.181633
A001061,A000279,6564.98,2025-02-27T22:05:23.181633
A001417,A000677,732.53,2025-01-04T22:46:30.181633
A000834,A001068,3104.97,2025-05-25T06:32:05.181633
A000195,A001377,78.43,2024-12-28T17:15:12.181633
A000389,A000758,196.29,2024-09-29T19:03:22.181633
A001102,A000663,112.77,2025-07-18T07:30:44.181633
A000454,A000860,2847.93,2024-09-03T09:10:57.181633
A000359,A000257,2331.45,2024-11-17T23:12:01.181633
A001138,A000160,2195.41,2025-07-28T16:23:38.181633
A000707,A001237,60.85,2025-01-11T03:23:48.181633
A000972,A001387,1264.69,2025-04-05T11:10:27.181633
A001255,A000966,612.84,2024-10-08T08:11:18.181633
A000750,A000681,1677.32,2024-11-30T09:24:14.181633
A000103,A000350,3439.35,2025-03-13T22:24:08.181633
A000456,A000493,7483.91,2024-09-29T01:00:07.181633
A000886,A001371,773.39,2024-12-03T20:25:32.181633
A001445,A000540,751.15,2024-12-04T03:39:41.181633
A001353,A000156,1057.0,2024-10-01T23:04:57.181633
A000242,A000818,2820.03,2025-06-13T04:47:00.181633
A000812,A001178,437.07,2025-04-03T14:09:36.181633
A001190,A000096,3161.32,2025-04-17T15:55:59.181633
A000426,A001083,1337.24,2025-02-17T02:24:06.181633
A001415,A001266,126.36,2025-07-28T16:49:59.181633
A000982,A001384,716.27,2024-12-23T23:16:49.181633
A001342,A000585,2338.47,2025-06-30T12:43:29.181633
A001273,A000615,6826.18,2025-05-06T11:29:59.181633
A000789,A000981,317.48,2024-09-08T22:54:20.181633
A001131,A000789,1120.16,2025-05-14T00:33:15.181633
A000685,A000146,245.7,2024-09-10T16:12:15.181633
A000703,A000074,1110.34,2024-11-23T06:05:55.181633
A000069,A001421,482.47,2025-01-19T02:48:55.181633
A001263,A000140,3404.28,2025-01-05T17:44:48.181633
A000104,A000656,2207.37,2025-01-21T17:05:18.181633
A000263,A000304,1262.19,2024-11-11T01:44:50.181633
A001269,A000643,2832.1,2025-02-19T04:39:59.181633
A000939,A000460,513.02,2025-06-13T08:42:14.181633
A000177,A000802,186.76,2024-11-13T07:45:51.181633
A001482,A000018,3665.14,2025-02-21T20:55:17.181633
A000070,A000186,607.71,2024-09-01T00:48:26.181633
A001363,A000088,190.99,2025-01-27T09:23:32.181633
A001299,A001412,3005.76,2025-02-04T10:05:54.181633
A000718,A000009,1776.83,2025-08-20T04:28:07.181633
A000962,A000062,3685.99,2025-01-25T21:48:02.181633
A001310,A000815,37.8,2025-05-02T05:37:55.181633
A001464,A000209,2894.66,2024-12-26T23:10:10.181633
A000741,A000360,630.93,2024-10-16T07:57:07.181633
A000349,A001015,1380.51,2024-09-16T06:54:13.181633
A000840,A000092,314.69,2024-10-08T09:52:58.181633
A000237,A001192,937.93,2024-12-02T03:22:06.181633
A001267,A001422,5578.23,2025-05-30T11:12:00.181633
A001145,A000125,4140.67,2025-05-08T06:49:18.181633
A001454,A000586,5375.75,2024-09-28T13:59:21.181633
A000821,A000067,617.12,2024-11-25T23:09:33.181633
A000678,A000237,2557.58,2025-08-31T03:26:51.181633
A001118,A000491,164.46,2025-01-28T11:12:06.181633
A001201,A000312,1681.3,2025-01-01T09:54:26.181633
A001275,A000089,6466.06,2025-06-28T20:40:30.181633
A001235,A000102,2872.31,2025-04-05T05:45:52.181633
A000599,A000966,1972.89,2025-04-21T02:11:22.181633
A000711,A000628,1794.07,2025-05-24T04:59:00.181633
A000604,A000594,3676.01,2025-01-07T12:20:00.181633
A000125,A000220,372.84,2025-04-25T03:30:44.181633
A001404,A000357,1285.18,2025-08-13T11:20:58.181633
A000709,A001094,882.45,2025-07-14T09:15:11.181633
A000060,A001223,7895.88,2025-06-23T11:01:46.181633
A001004,A001277,915.9,2025-07-09T18:12:20.181633
A000854,A001131,3602.56,2024-09-23T04:39:29.181633
A001382,A000109,2858.62,2024-09-15T18:57:38.181633
A001223,A000413,1975.52,2025-01-03T00:24:09.181633
A000638,A000350,706.97,2025-05-09T21:03:38.181633
A000986,A000016,769.37,2024-09-06T03:56:10.181633
A000499,A000418,761.14,2025-02-28T05:02:17.181633
A001054,A001140,2141.26,2025-06-25T10:07:25.181633
A001361,A000513,1248.45,2025-01-20T15:13:03.181633
A000669,A000616,1884.33,2025-06-09T14:56:08.181633
A000674,A001274,507.43,2024-09-06T07:07:11.181633
A000828,A001348,743.91,2024-11-28T20:24:51.181633
A000659,A000107,1430.09,2024-10-04T21:57:20.181633
A000645,A000461,1752.51,2025-07-27T15:20:21.181633
A000423,A001322,4938.48,2025-08-01T17:18:31.181633
A000364,A000127,5662.77,2024-09-05T21:26:04.181633
A000732,A000356,1066.39,2025-01-12T13:29:20.181633
A001487,A000235,3398.68,2025-07-29T11:43:49.181633
A001124,A001456,1933.32,2025-02-10T03:02:40.181633
A000474,A001197,2134.8,2025-08-28T06:35:46.181633
A001087,A001283,1092.85,2025-08-12T21:05:57.181633
A000197,A001160,383.18,2024-09-10T12:52:40.181633
A001320,A001164,667.26,2025-08-12T21:28:03.181633
A000072,A001349,1215.11,2025-03-15T20:22:49.181633
A000875,A000253,3407.65,2024-10-29T01:52:05.181633
A000016,A000483,4734.12,2024-11-03T21:41:56.181633
A001047,A001497,1000.37,2024-10-22T16:23:42.181633
A001385,A001471,1250.14,2025-04-01T16:31:13.181633
